date_time,time,lat,long,vel,acc,rel_vel,rel_pos,tfs
2025-07-02 02:27:49.438329935,1751423269.43833,37.44641416666666,-122.12187783333331,15.795719247629162,-0.35688209340627064,0.0625,23.80000114440918,536.992660999
2025-07-02 02:27:50.740607262,1751423270.7406073,37.44650016666667,-122.12172533333332,15.586651907392273,-0.22852155099385552,0.25,24.099844328987185,538.294938326
2025-07-02 02:27:52.038130283,1751423272.0381303,37.44658583333333,-122.12157333333332,15.234140095950364,0.03157830725737332,1.0625,25.250247805929796,539.592461347
2025-07-02 02:27:53.339688301,1751423273.3396883,37.446669666666665,-122.12142233333331,15.379979701733793,0.22375138452368135,1.125,26.899999618530273,540.894019365
2025-07-02 02:27:54.638957977,1751423274.638958,37.446752333333336,-122.12127416666668,15.339342219704752,-0.19529612704181915,0.9137715125566716,27.64316677814588,542.193289041
2025-07-02 02:27:55.940306902,1751423275.940307,37.4468335,-122.12112833333332,14.574935593573995,-1.2652116707444567,-2.243939781570518,25.500522315357475,543.494637966
2025-07-02 02:27:57.239128351,1751423277.2391284,37.44691316666667,-122.1209845,13.161758486579968,-1.198043719439717,-2.0958647165768456,22.243178635641268,544.793459415
2025-07-02 02:27:58.540565491,1751423278.5405655,37.446992,-122.1208405,11.817982651433713,-0.33399938975453247,0.5000719468660269,22.60564090194589,546.094896555
2025-07-02 02:27:59.837729216,1751423279.8377292,37.44707116666667,-122.12069666666666,11.531960564822638,-0.16241733490550878,-1.625,21.399999618530273,547.39206028
2025-07-02 02:28:01.142283678,1751423281.1422837,37.44715033333333,-122.1205535,11.213103600852461,-0.4939038844267868,-2.0653339791547523,20.5,548.696614742
2025-07-02 02:28:08.237991571,1751423288.2379916,37.4470155,-122.1194395,10.380895866480916,-0.15123410088502517,-0.52935044751403,19.80000114440918,555.792322635
2025-07-02 02:28:09.540119171,1751423289.5401192,37.446919666666666,-122.11945483333334,10.256539729042979,0.047657450724936115,-0.19520349660471875,19.909054480407658,557.094450235
2025-07-02 02:28:10.838082314,1751423290.8380823,37.4468305,-122.119496,10.911458969116213,0.26808568681634953,-1.3572772111687008,19.399999618530273,558.392413378
2025-07-02 02:28:12.141211033,1751423292.141211,37.446756,-122.11956383333332,11.049461863390958,-0.23150560789492475,-1.125,18.399999618530273,559.695542097
2025-07-02 02:28:13.440902472,1751423293.4409025,37.44669616666667,-122.11965283333332,10.964337201431187,-0.4906828717774319,1.3441037588829323,20.16225576034242,560.995233536
2025-07-02 02:28:14.739520311,1751423294.7395203,37.44665583333333,-122.11976183333331,10.836016158193857,0.41676338011355696,0.5625,21.800760961714953,562.293851375
2025-07-02 02:28:16.038558006,1751423296.038558,37.4466365,-122.1198825,10.73240251059712,-0.3839695355697721,4.125,25.854428824511672,563.59288907
2025-07-02 02:28:17.341605425,1751423297.3416054,37.4466405,-122.12000633333334,10.718565107358799,0.0199999995529651,4.875,31.522052765873596,564.895936489
2025-07-02 02:28:18.638253927,1751423298.638254,37.4466685,-122.120123,11.792750499510174,1.0707952940041983,3.752242493966782,37.40838837448837,566.192584991
2025-07-02 02:28:19.940749168,1751423299.9407492,37.4467175,-122.12022733333332,13.184024022827149,0.6923734069171887,0.7490698290918164,17.5,567.495080232
2025-07-02 02:28:21.238343000,1751423301.238343,37.44678183333333,-122.12032033333334,14.463822860939942,0.6612603289663328,0.0,18.200000762939453,568.792674064
2025-07-02 02:28:22.542110443,1751423302.5421104,37.446850166666664,-122.1204065,15.376069870314437,0.5632273977069445,1.8675100660473987,40.31346361002032,570.096441507
2025-07-02 02:28:23.838801622,1751423303.8388016,37.4469225,-122.12049116666668,16.285966096557345,0.6215601712925969,1.5826538067622136,43.16671800893121,571.393132686
2025-07-02 02:28:25.140949249,1751423305.1409492,37.4469995,-122.12058266666666,16.91699017590571,0.5334736040989382,1.3125,45.9045458126847,572.695280313
2025-07-02 02:28:26.239239216,1751423306.2392392,37.4477115,-122.1213975,17.263084631132322,0.25048164885810675,1.625,48.05584006391436,573.79357028
2025-07-02 02:28:28.341728687,1751423308.3417287,37.4478325,-122.12152283333332,17.974666523481797,-0.05182659209905138,1.625,51.50768209182367,575.896059751
2025-07-02 02:28:29.638719797,1751423309.6387198,37.447955,-122.12165116666668,18.45723336118227,0.50142271327524,1.375,53.29999923706055,577.193050861
